"log[Drug], M",Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi1,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi2,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Gi3,Goa,Goa,Goa,Goa,Goa,Goa,Goa,Goa,Goa,Goa,Goa,Goa,Gob,Gob,Gob,Gob,Gob,Gob,Gob,Gob,Gob,Gob,Gob,Gob,Gz,Gz,Gz,Gz,Gz,Gz,Gz,Gz,Gz,Gz,Gz,Gz,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,arresin1,"arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2","arrestin 2"
-5,105.16360977603500,113.07944310083400,121.59320111505000,100.28156953316900,121.49163784563100,120.25601325314500,124.71846342747100,119.96033886709900,118.11436732874200,113.68352340559300,119.18319575128100,117.86538130308500,130.56587753853200,112.69410726496500,108.72260275972800,118.77621048003600,125.50257974788700,111.20904505370500,110.20913931915200,112.97621537379700,106.75029425084600,109.90585074175400,93.73965914527970,90.50642082598480,105.80912062366400,94.32962539708570,106.05728048149700,110.24734946822200,110.24734946822200,110.24734946822200,110.03368611775600,113.23215307006000,113.28136699622700,119.02565720477600,115.42110172239800,101.98594037899100,111.18801662997900,111.47662537823900,116.62092975236900,117.77772945058400,110.14010496343200,117.84881761728600,112.25279064689300,112.26542691057900,114.92872390692900,94.51791523206480,95.78875699387730,119.93475046831400,112.61406856070800,111.70510583250800,102.61547855050300,109.77358285531800,115.90549486755300,98.27624783237840,111.30656085837700,115.90549486755300,118.97145087367000,111.66542637236500,105.11011871614400,108.38777254425500,119.07560914201400,115.34706081755700,116.58991025904300,96.90435960153050,111.71618493282800,101.13630969618700,107.99622795324100,110.89284542556100,99.58269784252380,101.64917544359700,97.51973552859440,105.77861535859900,88.95375823089210,92.47431617245780,97.91517844578650,90.08753263136750,88.43622524584760,99.00459251317490,105.39618663438700,109.43785677912600,108.70300766190100,102.35800463874100,105.37161439596900,99.00954935293260,87.54280699467690,86.51959524712320,82.42674825690850,115.77907798004200,106.11177574557700,115.29571286831900,91.62230018597830,101.95105036899200,106.54160600588700,105.22949253826200,108.56656898962600,101.89241608689800
-6,83.53169469855680,123.09562899991100,84.03250399351060,113.59786534648600,124.41735569480600,99.44930104483670,120.05901859224600,112.48742073500500,116.56443496582700,88.24388786251430,101.48643787124000,103.57736681998600,105.41301567203100,109.38452017726800,72.31714479505580,110.36824889522300,93.55232572559700,103.64187962737300,90.83960693663610,111.96921255139400,118.51036748308800,99.55948812001060,111.84579373333100,105.37931709474100,115.00733304591600,118.40218057035100,95.25549290374980,104.70987221079800,103.32550289644200,91.90445605300560,99.42134353624520,94.44595049932880,95.51210615009660,113.78266741222700,107.55661703357400,106.57355644747200,111.15827217326600,118.15320686381000,117.22789170560300,126.32129271985500,107.99099395068900,114.10109354041100,114.92872390692900,107.62992969433500,95.61982068338710,116.12222518287700,108.16370642300200,104.04922844565800,103.52444127870300,96.70722081719940,95.79825808899890,101.34220383849600,101.34220383849600,102.10869284002500,99.84486881555570,94.44380282473170,106.04806678802800,89.26812521361090,93.09205467973970,94.18460595577650,106.76152366338400,100.54727645595500,101.79012589744100,110.55643445954600,107.38247188855400,99.02033464885860,106.81233086529400,106.28350756886600,100.76659493047000,104.40213538693100,114.03749518860300,116.79045513193800,94.39462050422090,95.67482339206290,92.79436689441830,89.75727115426350,94.38093183371920,99.33485399027880,108.70300766190100,111.56286721334300,107.60073398606300,100.34893146725600,104.03223228164600,104.36707781022700,94.19368335377580,95.72850097510640,97.26331859643690,111.42879197453300,108.52860130419300,119.16263376210500,104.24632818743900,105.96778655127500,117.44417564351200,101.89241608689800,110.65224177172900,114.40645277951400
-7,123.09562899991100,114.61424278385000,119.10534053935700,115.67853656731700,113.59786534648600,104.44291197483100,106.08068408657100,111.60895095516100,77.54158447081790,107.41073655935400,117.86538130308500,126.92607341431900,91.51274990370120,90.18891506862220,72.97906221259530,105.32347194433500,112.04984121218600,81.78117950685850,94.99022101860380,106.05852523718400,90.14783792297490,91.79971615370280,100.85278344772900,98.26619279229260,96.18136041041390,98.65034042818470,88.15717535265870,86.36697879558170,117.16919604000200,90.52008673864960,99.06595831932270,86.98286094395410,110.08290004392300,97.39832431051030,92.81070824202960,110.50579879188300,123.90447319117400,118.76016881704400,113.58611998620100,108.54149189929900,118.61258006600100,115.55753027114000,92.29069943794890,98.28311767973780,86.96410544524760,102.14296580294000,98.33044051750230,104.68464932656500,89.43551899159530,81.70933580189090,92.61688854029710,109.00709385378900,99.04273683390770,102.10869284002500,96.01242380790900,94.44380282473170,93.67731382320240,108.38777254425500,98.55481105992370,95.27715723181330,136.58991025904300,119.19001807824200,114.21862031229900,92.67240950687420,86.32448436488970,105.36825979084300,107.86997745815000,114.97335998582900,109.05387454609600,109.90805527360100,108.53157530193300,100.27269547192900,95.99487411402350,95.03472194814190,95.99487411402350,87.11517933743170,88.43622524584760,91.73884001688740,109.43785677912600,110.17270589635200,111.64240413080200,103.36254122448400,103.36254122448400,99.00954935293260,97.77492447021370,99.82134796532110,82.42674825690850,109.49533152764000,106.11177574557700,114.32898264487200,113.42743946122900,101.95105036899200,106.62528691730200,97.72107052269260,109.81797265888800,108.14943443320600
-8,81.02764822378750,88.53978764809520,116.08429887055700,90.71048191734740,109.02038866065800,106.52358319566100,106.46575524068000,108.21304705388900,120.05901859224600,120.65328656808000,121.35026288432900,123.78967999119900,66.35988803720030,122.62286852805800,104.08918083695200,107.00506426129800,100.27869499344700,109.52745273674200,115.05152241478100,106.75029425084600,106.05852523718400,93.09301148142070,98.26619279229260,108.61255541403600,99.57620793484870,107.60039299260400,102.97105545928400,90.52008673864960,102.63331823926400,94.67319468171750,95.15672093317400,104.75212179008400,98.35518788547740,101.65825351695700,92.48302137999530,92.15533451796100,115.40700584590200,117.22789170560300,106.90953850063000,113.88782904030600,113.26624292499400,110.97495557884900,102.94388742335100,95.61982068338710,92.29069943794890,116.75764606378300,92.61165258934610,98.33044051750230,109.43269901200700,95.79825808899890,86.70863080699370,122.03740687978800,116.67198386908200,102.87518184155400,92.14433582014370,95.21029182626100,105.17464884614200,95.27715723181330,94.73088159379490,85.99047138550060,106.76152366338400,126.64711472715600,124.16141584418500,105.26649684122600,90.55643445954600,100.07832217252300,103.13438910636300,107.46740465681300,112.60556580993600,86.50789575525540,103.02565541526400,96.14325555692700,86.71340317716840,86.39335245520790,87.67355534305000,83.81256456639190,85.46387195191180,88.10596376874360,109.43785677912600,105.76361119300000,96.94542178629720,99.00954935293260,100.68377699583700,105.03676886738800,94.19368335377580,95.21689510132950,97.26331859643690,109.49533152764000,106.59514085730000,113.36225242142600,111.13216164278200,108.26306436972200,111.70598109739400,105.22949253826200,106.06376165110300,106.89803076394400
-9,72.01308091461810,95.05030848249540,103.56406649671100,83.63619976652260,69.90376970903940,66.15856151154390,76.57408271230550,78.90380512991800,79.87130688843030,82.28957077309500,92.07725760188240,96.95609181562350,69.00755770735830,81.58398864060870,78.27440155291130,76.73640255597070,84.30356798230250,92.71152956711560,84.61368581368460,81.15484074537820,80.46307173171690,102.14607877544600,87.91983017054880,106.02596475860000,96.18136041041390,103.27967796150500,87.23130784599460,71.13891633766610,66.29362373742020,74.94593195214500,78.80900095473410,83.78439399165060,91.24748354702530,84.61853669117150,90.51690020778940,85.92928413930880,100.23295701505900,117.22789170560300,95.37726138918950,117.91990578398800,112.57356864298100,118.68366823270300,92.29069943794890,100.98432346714400,91.62487518886120,116.75764606378300,93.88249435115860,86.89286466118990,91.70792581209660,72.61970851988580,77.16452216088830,98.27624783237840,108.24060485226000,83.78424276355830,76.04806678802770,79.04273683390770,86.77891280943830,83.25909319540860,73.97240734909580,80.52771500531660,100.54727645595500,125.40426528567100,94.33302924852630,87.38247188855380,89.49844693588200,95.84637207786640,98.52505124966800,104.31828619431000,107.86997745815000,97.51973552859440,104.40213538693100,92.01381564192490,42.86645426857760,43.82660643445910,47.66721509798530,50.12589390178620,54.41929310413790,55.74033901255380,62.04008871809850,62.40751327671110,67.18403253867520,50.12210218012450,48.11302900863930,45.76911030857310,57.35806044184330,61.45090743205800,46.10273121875280,71.79285281322430,70.82612258977780,72.75958303667090,82.44118891218840,73.26007763839850,88.17938345830710,61.01322955768600,60.59609500126550,58.92755677558340
-10,43.46695110224860,32.94995590821760,49.47666264169480,49.92932598906360,48.26478901239900,43.68731232657130,48.61741370095570,55.99165210790230,52.89178738207160,53.04658389195360,73.95587337941540,71.86494443066920,35.24976941284400,43.85469584085750,36.57360424792300,27.12942920557310,55.44783688861050,51.51251780153120,50.71700414428170,47.25815907597520,50.71700414428170,52.05392361618950,35.54136939797130,56.23409464145870,59.45528264607290,42.17242252167710,38.77757499724220,52.44993059386050,46.56636100784770,41.02888375042380,30.12122623633730,43.98124969631890,55.35357663784220,37.43162855822800,53.48828479791020,61.35276948673400,44.39245731755750,80.81017451158040,60.78043005486780,74.38544620721860,70.56663396364230,63.69277192520510,64.35135350363750,66.36146251458560,56.33618998721540,58.93434590131520,63.38229206765890,45.59050740228400,58.53078623277780,68.07489487888320,72.61970851988580,69.91615477579300,61.48477575897030,37.72361671156090,58.52574869320890,50.75392973755960,58.52574869320890,64.13944586476460,44.47352289610230,42.83469598204720,71.96173930178240,71.96173930178240,89.36163148258320,55.64284617863170,56.70083370229570,68.33869646260050,72.35306481975350,66.43357938002080,71.16916773180700,68.61365612357960,90.63733567025750,76.87253595358380,1.57991113567084,3.82026618939446,6.38067196507860,5.21033301564521,3.88928710722931,3.88928710722931,11.70292418816980,12.80519786400760,14.64232065707070,7.26187452177228,8.26641110751491,7.93156557893403,0.05820257883709,10.80192592815070,7.73229068548969,14.75576962987820,15.23913474160150,17.17259518849460,16.45195163182350,16.45195163182350,19.89486835949470,13.04275556932520,18.88263935921260,14.29415923858680
-11,3.40220750594032,19.42810494446360,36.16172679541400,22.49002215412130,20.38379465326620,17.47085494410310,25.32018952483090,27.29592432174380,20.50411651920030,34.22822335323800,26.28913390067940,33.98589178072010,10.49377113428880,14.39403690261830,24.32279816571070,21.45764018279160,1.06474829265235,11.99509835290940,28.58039570712060,16.82032247487880,25.49808584373350,22.60841612079160,9.02881517975295,20.02182546535570,7.91532477510689,20.56884736618230,10.41748278486960,3.99700459140170,12.64931280612650,14.68918924857970,18.44272800405830,26.92275928403380,23.72429233173040,19.40885114633990,26.61796211109510,19.40885114633990,3.72600645089872,11.73665112820470,10.84108042671040,23.07118580989340,27.03217438687330,27.03217438687330,21.07277731293970,21.72596529834230,17.05255929104350,31.61124802234680,16.99656776150310,17.63198864240940,27.17157210986000,15.80953800735360,17.17298209965440,12.90030036949390,13.96245766415150,17.79490267179820,20.60083336490590,20.89650165803410,17.06405665038740,15.52091408112720,14.14500888753510,10.60443333896170,16.03351443492260,33.43340661572350,48.34759991355270,42.26535770840460,23.90322046870940,23.90322046870940,52.22681432466240,48.27255025948620,53.41071141260890,47.96645654856920,34.84885640690600,41.08405669023230,-0.34039319609226,0.29970824782877,0.61975896978929,-0.40411209512241,0.58667233618953,-0.73437357222638,4.72185757453004,8.02867860204360,6.19155580898051,4.58311029312526,4.24826476454438,3.57857370738263,-4.03464441137764,-1.98822091627028,-2.49982679004712,7.50529295402914,10.40548362436880,7.02192784230587,2.10646526652674,2.10646526652674,7.27084035803356,6.36860266659675,10.95708278722260,11.79135190006360
-12,18.92729564950980,15.93862577886360,-0.60426685369051,12.06110976994300,2.49002215412127,16.22245221160460,10.50411651920030,13.47421798647460,10.40543679405330,21.33416150263650,18.41008125073040,17.47077336196380,12.40828464999980,12.92772459372410,10.42253239738130,9.47270987746550,-3.13923249975423,10.61684402431030,20.97093655684650,17.25815907597520,10.34046893936250,6.44222452431702,18.72853013763770,10.02182546535570,-7.82442283818209,3.90323224622926,4.82909975289336,8.49620486305856,15.41805143483840,15.03528157716860,15.55043234251040,18.03812886096870,16.61658799327830,-9.09990585064675,-3.52922919606318,-2.87385547199452,13.43739770263810,-7.19930870730814,13.58728144461840,19.39454989972080,0.30048868183965,9.46563806642262,13.73607430929040,14.91964092884920,3.07025006020270,6.19441278609700,6.51400483202787,13.18404247606570,-4.64212337715793,12.17227710475720,-3.73316064895742,12.13381136796460,13.19596866262210,15.19976737408190,9.76305840313920,12.09816838784600,18.15879443984330,11.86402313066730,10.22519621661210,8.96560642490646,18.46200884978040,21.00491220086570,17.10475047206700,11.48848009922830,17.55529532672500,6.97542009008425,6.05482789474753,22.62938712599900,24.99718130189210,19.06037714355440,2.54261748354599,11.44869688856070,0.29970824782877,0.93980969174981,0.61975896978929,-2.38568095774627,0.91693381329351,-0.40411209512241,6.55898036759313,9.86580139510670,6.55898036759313,0.56496395015474,4.24826476454438,0.23011842157387,-4.54625028515448,-1.98822091627028,-4.03464441137764,5.08846739541278,3.63837206024296,4.60510228368951,6.12320144880982,-4.20554873420379,2.68028472113860,5.53433355375570,5.53433355375570,5.53433355375570
